iteration,total_ns,layout_ns,raster_ns,backend_ns,probe_ns,convert_ns,upload_ns,commit_ns,upload_bytes
479,722139,8593,133542,550634,293,286326,129652,133841,38664
480,958154,7983,154120,766821,311,223763,305531,236649,38664
481,1041821,10660,217291,773895,414,304195,233988,234634,38664
482,1516160,12646,262919,1195018,433,354752,392909,445878,38664
483,1262789,16284,249208,938860,615,246258,312406,378659,38664
484,1286710,14909,238039,978562,588,366030,224825,386089,38664
485,1530805,16224,251534,1168855,658,283478,359760,523954,38664
486,1219833,14799,244930,902756,823,312495,258072,330675,38664
487,1154680,13376,256870,832458,693,272681,239575,318918,38664
488,952009,9870,220158,681879,517,243385,184847,252658,38664
489,1455597,9886,212301,1195838,448,245420,291235,657795,38664
490,1008078,16270,306836,621131,759,180782,232785,205797,38664
491,843764,15524,180178,592326,312,177356,176648,237540,38664
492,635629,8760,133247,460518,161,176595,117649,165564,38664
493,857311,15653,219517,565778,560,198008,196487,169762,38664
494,1012014,15137,187216,754953,439,212321,242128,299155,38664
495,954400,15090,198238,686237,460,210403,302968,171520,38664
496,930266,15100,181863,678833,527,212909,91144,373228,38664
497,1165442,15508,203381,891285,517,232337,352153,305259,38664
498,1480358,17158,311010,1087340,885,275342,296258,513594,38664
499,1222109,17843,257654,880620,659,258866,307018,313185,38664
500,1288013,15710,246080,965584,581,268739,339200,356328,38664
501,1125897,15200,272338,782250,643,244176,202853,334014,38664
502,1132402,13455,267744,802995,537,273610,222560,305768,38664
503,906761,11364,213203,641137,474,243504,170256,226395,38664
504,958536,10181,194681,676142,412,246216,193432,235455,38664
505,899565,10210,218344,631064,451,245579,153569,231026,38664
506,872672,9111,205344,622300,417,245461,146822,229120,38664
507,882381,8580,187857,652141,353,262589,159406,229401,38664
508,879821,8564,189494,646594,395,262942,152129,230653,38664
509,920576,9035,190652,685931,422,243165,194686,247133,38664
510,1196340,8571,191079,961542,413,243322,312876,404077,38664
511,940244,16606,208880,654634,677,216330,227305,209477,38664
512,611516,7650,131279,442384,186,194149,124267,123462,38664
513,1132662,6533,121965,979774,163,192923,153857,632131,38664
514,1215287,16378,268864,870457,881,246691,276110,345856,38664
515,1272769,13227,233918,975451,572,290937,316175,366832,38664
516,938223,15580,277160,584212,833,184007,181442,216976,38664
517,685277,15414,167028,447477,464,202711,120853,122900,38664
518,888906,16719,197410,615685,504,177414,222455,214618,38664
519,904430,9454,133635,729332,206,196718,232874,299003,38664
520,981201,15537,252935,656230,535,255784,172532,226775,38664
521,892334,11618,204890,632136,419,251571,140392,239282,38664
522,1274952,10142,193904,1033119,340,243395,368496,420131,38664
523,1057613,15386,239721,748279,547,265267,159900,321613,38664
524,1025187,14967,240641,714284,603,263496,215636,233664,38664
525,1009168,15799,241308,695106,613,267074,172078,254743,38664
526,1109901,12140,216641,834608,585,277690,222269,332970,38664
527,1181005,15886,272468,834558,534,313568,276390,243140,38664
528,1199547,32124,241975,867889,627,249053,278237,338981,38664
529,1234570,15857,250041,910451,769,247626,366566,294483,38664
530,957503,15005,184637,702822,533,197196,263843,240352,38664
531,1008077,15306,195006,743023,489,196157,151813,393744,38664
532,976199,13277,179915,734665,382,228901,161148,343585,38664
533,870067,15338,184121,615307,468,195630,178701,239757,38664
534,692987,9090,143538,507498,276,203894,119811,182999,38664
535,882899,7408,257706,587164,652,202841,213093,169641,38664
536,795280,14882,197496,525605,526,196805,128257,199243,38664
537,980252,8350,131825,809441,164,193305,322756,292426,38664
538,1119351,15130,239326,809693,560,266360,247920,294217,38664
539,1102600,12058,212857,827737,460,275607,252048,299056,38664
540,1121264,10066,207728,864290,404,272399,292958,297809,38664
541,1222058,15912,251092,881890,679,249098,310432,320738,38664
542,1447201,15878,249687,1122831,686,248283,490007,382939,38664
543,1228576,15747,243301,914051,594,271465,310395,330697,38664
544,1244082,15483,271666,900923,612,246687,298676,353908,38664
545,1163828,14543,228846,867999,637,246454,236283,383683,38664
546,815870,15194,183282,562472,518,204625,147203,209240,38664
547,647925,10806,149749,449612,419,178055,104542,165882,38664
548,898099,8531,146647,711230,383,206037,135854,368253,38664
549,1053633,15795,270116,710826,618,249542,248349,209226,38664
550,889042,15008,222807,596021,439,179414,192181,223264,38664
551,673335,13526,186879,423371,248,188751,98903,134914,38664
552,547212,7161,124418,388002,258,176805,95849,114707,38664
553,526361,6102,136385,361906,159,177506,73343,110583,38664
554,528184,6077,118977,381970,168,176519,92858,112106,38664
555,527508,5494,130054,371509,161,177264,74985,118782,38664
556,756834,5357,116650,614391,152,191035,213738,209165,38664
557,560398,5961,119629,413506,183,175803,111348,125865,38664
558,541908,5429,134367,381088,166,186870,76717,116990,38664
559,578795,5741,119104,433526,171,175618,92324,164997,38664
560,1023391,5532,129287,867550,171,175487,164636,526443,38664
561,1189055,31502,254118,844147,696,246665,206737,389086,38664
562,1165765,15152,255462,838700,592,248607,255766,333015,38664
563,1103112,12718,219296,824807,485,244333,356815,222336,38664
564,996015,15756,198898,725713,538,198192,307640,218552,38664
565,949992,8255,133785,778842,180,229779,250149,298242,38664
566,1026131,11929,219531,746997,458,178002,155596,412170,38664
567,1122531,16321,189826,859352,634,179181,273241,405379,38664
568,1210268,15156,245970,893423,570,267273,258821,365888,38664
569,1105438,17954,287863,737368,648,255437,253050,227312,38664
570,890055,15130,222040,596881,524,179020,141643,274717,38664
571,1155237,14496,253913,832158,645,246428,318094,266146,38664
572,1377478,15403,238255,1040942,625,253082,331352,454916,38664
573,1190390,17805,277048,830951,660,247520,262009,320061,38664
574,1138454,12442,205928,873825,568,266347,265393,341051,38664
575,1233856,12262,275622,899827,634,184893,348766,364608,38664
576,952347,15049,198179,684016,471,196351,273499,213020,38664
577,685035,8313,154662,492454,178,177014,158634,156255,38664
578,1150327,7129,134204,982551,195,195736,306371,479611,38664
579,1237230,17522,307568,850236,777,273949,291466,283011,38664
580,1075811,14911,239887,744255,670,248381,237534,256743,38664
581,1079939,16168,253173,752898,755,248548,203351,299514,38664
582,1456805,11443,210534,1188810,479,253381,284624,649396,38664
583,858187,16209,196197,587505,509,223426,162499,200188,38664
584,822461,12332,155270,610983,375,178463,110675,320666,38664
585,644868,10403,144991,450939,297,184896,105895,159241,38664
586,622935,7539,152722,433368,260,181545,98144,152814,38664
587,614188,7709,127863,450822,233,178045,108808,163291,38664
588,611771,7484,127854,450042,268,176241,99916,173145,38664
589,598625,7024,124841,441517,256,186387,92966,161511,38664
590,599925,6915,124754,442606,255,179879,89506,172580,38664
591,639566,7132,126241,480896,249,176722,100755,202785,38664
592,651553,7272,132748,485028,223,185857,113252,185142,38664
593,617322,7617,128864,454863,248,179477,105522,169216,38664
594,690717,9497,143003,485908,249,179534,117141,188566,38664
595,952032,7702,133918,783574,269,295132,255275,232554,38664
596,614002,8137,135997,438658,440,176685,126794,134363,38664
597,920495,6768,126426,763521,262,192618,211222,358960,38664
598,678898,10759,143169,483156,478,177074,131889,173095,38664
599,635061,8168,140121,458468,335,176096,96469,185130,38664
600,597856,6953,125071,440146,251,175930,90515,173009,38664
601,587215,6908,127626,426391,257,176748,95280,153572,38664
602,632470,6756,127200,475495,284,196875,103487,174401,38664
603,599277,6924,127817,439575,268,176657,99301,162929,38664
604,909185,7417,139767,737687,229,176053,106738,453783,38664
605,1547429,17631,302799,1165171,620,247959,362514,553050,38664
606,1200521,15447,245356,880454,695,249246,364332,265035,38664
607,1155291,16288,247928,832613,561,334769,268414,227913,38664
608,717315,17137,215697,421280,430,195338,86652,138105,38664
609,588062,8400,130942,418682,178,193636,97107,127396,38664
610,860324,6685,125657,704133,243,198814,263320,241435,38664
611,678233,7183,143161,502877,192,194607,133136,174348,38664
612,784164,17286,194255,513231,462,189652,135585,186703,38664
613,722295,11074,146122,527314,286,198028,115471,212706,38664
614,645057,9959,148335,452519,268,199819,94548,157455,38664
615,624006,7681,128313,462220,249,197096,99251,165159,38664
616,609050,7249,126648,449189,260,177205,93652,177586,38664
617,615068,7876,127414,453084,286,176744,95060,180437,38664
618,784558,7879,173273,573793,457,261972,113344,197280,38664
619,661473,10176,164908,449552,289,176865,96392,175481,38664
620,622415,7338,127807,458562,248,177298,97526,183078,38664
621,617269,7229,128130,456673,267,199274,93397,163047,38664
622,600115,20363,126293,427242,250,176035,98596,151908,38664
623,627647,6994,131267,444111,289,176344,106710,158648,38664
624,802631,7437,127745,642544,260,176687,228797,236183,38664
625,859103,15925,227941,559082,569,218297,158207,180913,38664
626,674225,12287,168981,446215,473,194489,94626,155836,38664
627,685868,7807,149754,499868,334,186103,109046,203728,38664
628,717898,8351,143596,536130,279,238951,112221,184091,38664
629,701812,8703,144989,519867,321,184820,174654,159377,38664
630,746284,7622,178049,531798,441,232523,101559,196591,38664
631,715479,8636,163883,508691,7849,213131,106646,180413,38664
632,623561,10450,132701,449883,1428,176875,108760,162354,38664
633,594679,7005,128152,434875,412,176573,105393,152058,38664
634,1002800,7596,126985,844956,256,201487,210974,431594,38664
635,873676,12143,196023,622597,285,199560,135149,286966,38664
636,670055,10011,159741,466654,350,204997,102119,158683,38664
637,611526,8537,130884,446153,257,186622,90685,168194,38664
638,642254,7966,157197,450905,317,199634,90668,159879,38664
639,609407,7476,127796,451073,255,176637,112270,161523,38664
640,1144105,7670,127230,986100,299,238910,221631,524467,38664
641,1170355,15418,245537,853308,569,246073,256466,348475,38664
642,1269819,16200,260281,933974,568,263780,330478,338403,38664
643,1315174,15478,398387,845568,590,230493,366420,246944,38664
644,881703,15712,239376,569291,688,189847,200977,176715,38664
645,895764,21849,285958,507004,662,220952,128908,155561,38664
646,670100,11304,173765,444551,321,196836,109159,137801,38664
647,1051084,8232,174256,839646,228,256328,232894,349547,38664
648,884397,16573,186652,625087,495,194434,167016,262499,38664
649,867983,9594,144886,680290,317,198006,217387,264144,38664
650,837244,10877,169380,615551,522,219248,153325,241204,38664
651,1169416,10872,156229,966602,296,285330,301392,379020,38664
652,923098,15896,188284,663641,599,205292,242139,214639,38664
653,771704,15309,198101,501966,683,190441,186975,122836,38664
654,694607,15482,182731,441566,436,196044,107765,136570,38664
655,607753,8719,144053,425442,170,194134,98453,132240,38664
656,693201,6756,123173,539357,173,243302,122743,172662,38664
657,894171,11678,228612,608323,270,259509,129666,218299,38664
658,682517,8528,129322,515023,305,175992,117827,220504,38664
659,728213,6860,133899,561968,191,207986,135067,218320,38664
660,798415,6604,203497,563627,353,264728,137440,160640,38664
661,588440,8428,140182,410819,200,195826,95088,119254,38664
662,553780,5980,134408,392790,178,175737,85398,131163,38664
663,618546,5797,132325,459727,194,196714,101402,161070,38664
664,695696,6185,130837,536994,174,224487,118961,193058,38664
665,872074,6170,120707,724045,156,193658,143601,386003,38664
666,1560726,18958,320084,1156374,834,277442,421845,454955,38664
667,1353523,17542,258068,1015971,593,316447,309252,388519,38664
668,1358583,19291,289628,979576,819,316529,289300,371942,38664
669,1109861,15666,199274,822294,495,196112,208715,415995,38664
670,1010399,19866,235794,690926,493,205609,130520,353470,38664
671,750062,11605,170196,524363,431,196488,166372,160405,38664
672,572000,8445,157112,376362,313,177971,81971,115738,38664
673,620380,6864,120543,470036,179,183205,90451,195579,38664
674,778348,23560,215309,466288,509,208474,120028,136456,38664
675,1073191,10701,172550,851938,258,322522,280740,247888,38664
676,830731,9460,168928,617706,240,236569,146507,233940,38664
677,720489,9215,142748,537710,307,193492,139755,203428,38664
678,831876,8672,143830,653047,331,196335,177922,277730,38664
679,736708,10582,169645,522649,276,201692,107669,212354,38664
680,740751,11599,207827,481498,379,197654,105248,177826,38664
681,664562,9017,144734,478698,334,201787,99154,166171,38664
682,650655,8125,139638,475407,364,195725,91487,187396,38664
683,632388,8082,140228,457682,252,195349,91343,170240,38664
684,686733,7744,158579,494820,254,212339,99697,182102,38664
685,724857,8389,175081,513424,447,213437,101750,197225,38664
686,605281,7802,132496,439766,261,178156,94329,166605,38664
687,658615,8021,138967,485799,272,210876,100266,173947,38664
688,645696,8073,139772,472186,280,195663,92936,182887,38664
689,649331,8407,141343,471870,286,195684,102061,173307,38664
690,638259,7704,139056,465794,235,207529,92981,164612,38664
691,708726,7711,171889,503279,229,205683,97070,199842,38664
692,657750,7948,142012,482026,254,209114,101619,170604,38664
693,700570,7568,153558,509376,290,218311,108850,181454,38664
694,701268,8005,141852,522865,293,195356,114127,212596,38664
695,646540,7717,140195,470362,271,195655,102339,171618,38664
696,694746,7543,160094,500935,284,195376,119931,184794,38664
697,652740,7885,155487,464161,246,197258,103126,163012,38664
698,641280,7630,139135,468953,230,196788,90450,180996,38664
699,975360,7699,156895,784887,251,313078,217186,253745,38664
700,1166520,17608,270546,810018,465,338848,199889,269991,38664
701,953939,17510,234243,635231,349,198198,167868,268120,38664
702,732382,12687,146333,524239,201,196012,131257,196403,38664
703,944347,8447,136127,772113,220,219958,233961,317632,38664
704,656771,7355,133265,491449,201,239721,100965,150154,38664
705,747657,12057,138630,563118,199,207590,127506,227472,38664
706,839731,7256,131839,676638,203,196113,183414,296395,38664
707,990179,8875,163291,786989,260,213767,277864,294580,38664
708,1350146,14276,164919,1137551,292,197487,351775,587415,38664
709,1057480,17092,204854,774301,544,220480,321667,230713,38664
710,1105160,11030,164133,884023,305,223877,320366,338971,38664
711,1229166,12295,154409,1024092,393,196994,319816,506279,38664
712,1194162,16082,205475,916994,542,233743,258291,423337,38664
713,986735,16809,226802,681658,562,218267,202557,259327,38664
714,752019,11780,198803,498298,440,208735,119579,168920,38664
715,719720,10362,163562,510590,371,211694,112620,185353,38664
716,721181,8899,145439,535119,341,215559,105117,213611,38664
717,1181634,9318,192052,948736,373,332558,248628,366144,38664
718,1226049,18182,293629,848616,969,273977,253960,318883,38664
719,1108188,13528,245256,798520,599,295394,202086,299904,38664
720,1237934,11716,250369,926582,541,291533,288938,345058,38664
721,1209445,12156,245748,907903,493,322651,241399,342880,38664
722,1121112,11554,217251,850148,481,281588,256005,311072,38664
723,1134775,18501,276964,773743,687,265166,235593,271228,38664
724,1089063,17623,191738,819647,547,239511,184835,393564,38664
725,1151649,19107,297094,767582,864,307528,218916,239240,38664
726,1240257,18390,215888,943284,555,220487,259832,461406,38664
727,1342951,14515,421665,848254,729,387327,208553,250520,38664
728,826232,14270,183864,576097,428,198875,184296,191443,38664
729,697021,16117,175360,450617,465,199077,115604,134731,38664
730,646780,9652,138899,467563,225,214216,101387,151356,38664
731,692596,7442,134813,523655,200,196962,131007,195140,38664
732,932572,7328,132693,767840,192,196751,277894,292657,38664
733,718618,6880,133917,553875,193,197009,153483,202867,38664
734,772005,5970,119443,625092,165,186252,225341,212920,38664
735,668923,6714,144555,495346,191,196367,140243,158172,38664
736,1040410,6361,135262,876018,187,197730,482477,195139,38664
737,1195215,17058,278489,839750,506,354427,275611,208455,38664
738,986028,12849,158940,763410,343,178251,303227,280937,38664
739,949092,10197,185172,707978,408,335381,159696,211809,38664
740,1007800,17380,279073,646954,466,338768,147747,159318,38664
741,1216749,14936,234029,912844,472,295494,219485,396413,38664
742,1441351,18710,307243,1046850,841,276084,339443,429426,38664
743,1333963,14582,243585,1018392,608,271219,430608,315033,38664
744,1028171,17835,215890,732346,496,200646,258066,272351,38664
745,803581,11878,157897,595593,335,183206,200131,211357,38664
746,904491,10933,184278,683057,173,179122,157197,345842,38664
747,1350100,17860,286346,980801,732,275906,307721,395479,38664
748,1174803,14713,220426,886998,587,264971,277797,342575,38664
749,1104402,20631,257488,766745,703,289098,215567,260586,38664
750,1058906,15688,249234,737279,521,331443,165399,238815,38664
751,937571,16341,216778,644203,554,285836,123459,233382,38664
752,838257,15599,183386,576006,480,178501,143601,252671,38664
753,760461,10284,165034,546506,412,222555,125681,197244,38664
754,908284,8657,158818,710523,278,287816,160981,260608,38664
755,1121366,15625,244493,804005,648,250043,299769,252492,38664
756,1367326,23517,285721,979692,806,329498,329295,318686,38664
757,1451187,41132,294352,1022911,779,372609,275182,373260,38664
758,1409580,22167,308955,1002619,807,380742,223047,396585,38664
759,1182786,18962,268599,813526,833,330398,222504,258636,38664
760,864495,11024,156721,637040,292,197608,176018,262522,38664
761,704079,7962,131534,518152,201,177059,131081,209427,38664
762,844415,7649,150449,659362,182,196740,213671,248109,38664
763,1251367,25287,345480,793175,743,399289,180575,211473,38664
764,937179,18484,262025,576999,950,253783,137170,184151,38664
765,844200,19268,210719,549487,521,210974,133134,203920,38664
766,799696,12040,163348,579202,308,197742,114696,265163,38664
767,696211,11949,162104,484036,328,196988,103575,182404,38664
768,787122,9358,187547,557558,429,250032,114566,191735,38664
769,693475,14332,152159,484442,414,218596,97272,167317,38664
770,648466,8658,142563,468228,272,196874,91255,179421,38664
771,651069,8072,146118,469611,334,197727,96718,174390,38664
772,714539,7552,142686,538135,285,209619,92468,234911,38664
773,1467097,23259,345692,1011072,794,391769,358581,258788,38664
774,1558067,20423,290231,1157581,868,384125,248742,522612,38664
775,1353948,35348,309228,927509,707,344854,262578,318210,38664
776,1197875,18017,312383,802730,910,276355,203882,320578,38664
777,1066310,14302,235818,763283,543,293352,175903,292989,38664
778,1363896,12001,221138,1086356,454,273400,337482,474181,38664
779,1339142,17107,209296,1052083,495,221800,418915,409812,38664
780,1036585,13347,246580,729114,516,246016,296354,185212,38664
781,1141905,38553,190382,842898,504,178787,292038,370684,38664
782,1062180,14020,227256,769799,607,243563,212623,312495,38664
783,1221814,11600,211211,957226,498,243880,215807,496444,38664
784,1045175,11294,215689,774129,566,243549,241700,287744,38664
785,1088619,10934,205950,831686,499,330614,209166,290906,38664
786,1299918,12258,231686,1013480,530,296445,391131,324249,38664
787,1380209,22100,317697,962971,797,279575,260361,421133,38664
788,1672625,19663,242934,1341579,706,240808,572871,525978,38664
789,1230589,42544,293125,811875,947,340899,188261,280475,38664
790,1151208,22998,202892,843237,586,251426,257226,333060,38664
791,1127334,19181,245171,791056,667,323157,202245,264059,38664
792,1119609,19754,292902,736666,524,313864,168035,253344,38664
793,906082,12438,276235,567393,552,244465,127624,193613,38664
794,840147,14671,241389,529047,573,238154,129232,160225,38664
795,701896,10767,177893,477088,369,220213,96663,159374,38664
796,742110,8462,126065,579808,252,176812,184919,217483,38664
797,763919,7922,136095,593035,273,323123,112331,156856,38664
798,939375,10660,215424,672469,469,330765,90380,250253,38664
799,569673,8780,133368,397571,251,177060,77697,142131,38664
800,786496,7161,121234,634615,181,176377,218595,238692,38664
801,1295378,22121,316519,879323,797,349041,294679,233839,38664
802,1163276,14807,234809,855434,530,338798,243858,271127,38664
803,1190618,22394,298545,793378,584,331672,205899,254139,38664
804,1153808,19246,283272,782192,661,368490,187001,224953,38664
805,1355974,19735,286073,981156,771,313986,196269,469009,38664
806,765869,16074,187866,504910,564,180306,119391,203860,38664
807,879960,14666,191890,622717,530,231103,168450,221820,38664
808,625469,10299,141854,435568,393,218030,88645,127878,38664
809,544284,7678,125238,384322,209,177080,94246,112476,38664
810,573281,6370,161485,382457,173,177904,92115,111966,38664
811,640976,5778,145385,467573,178,197394,102130,167497,38664
812,710645,7009,134429,544147,227,196885,107557,239044,38664
813,653134,7709,148456,469632,230,177288,120117,171504,38664
814,615004,8538,132787,445819,229,176576,86780,181728,38664
815,639545,7226,130109,474217,268,207003,99777,166674,38664
816,686939,10619,146851,493659,429,201648,91897,199141,38664
817,689968,7991,142569,512220,343,195385,103412,212439,38664
818,647882,8381,142859,468697,276,195640,100783,171475,38664
819,601363,7238,126475,443114,280,191920,94197,156156,38664
820,561716,7292,127059,404527,266,177117,81293,145307,38664
821,716138,6843,126001,542008,303,197255,168645,175230,38664
822,643281,7827,130316,478953,277,221638,101553,155002,38664
823,656268,7453,143248,474136,316,193779,95378,184180,38664
824,662097,8007,142818,482388,342,197118,114872,169572,38664
825,651611,8175,134138,480514,298,212962,102708,164073,38664
826,649149,8023,129576,483639,263,176251,104162,202485,38664
827,698558,9576,143436,489247,331,196368,110896,181047,38664
828,763103,7942,141899,586954,277,222924,107989,254920,38664
829,1444666,17776,277001,1085337,689,310485,369980,403147,38664
830,1358414,44623,286879,962338,704,276802,292912,390578,38664
831,1322277,19999,290130,928314,620,342343,318429,265590,38664
832,1156203,21302,258990,794846,788,327586,214029,251109,38664
833,1150533,17357,269461,797993,526,330280,241080,225201,38664
834,1134408,29201,229522,823240,528,340010,213106,268727,38664
835,1128638,16873,267580,779089,498,351822,175949,249894,38664
836,718418,14221,205273,445404,421,177972,110750,155672,38664
837,676302,9193,167197,465003,228,196472,93725,174240,38664
838,579862,6632,124317,424343,175,178334,126613,118875,38664
839,540485,6324,118669,393584,169,176527,97351,119174,38664
840,901850,8400,183746,678298,292,229152,232448,215915,38664
841,864986,7074,124961,708530,187,209980,188794,308717,38664
842,888011,18949,223597,563217,723,220876,131083,209548,38664
843,1026213,14974,231915,725558,441,196553,241555,286352,38664
844,696988,8445,138409,514746,298,208850,114097,190978,38664
845,626198,8427,134649,454824,363,192295,100996,160543,38664
846,640853,7710,127849,480707,178,199722,109126,171382,38664
847,656508,7028,125995,498404,181,181092,108208,207949,38664
848,1111707,24361,231584,773198,799,197598,156992,416589,38664
849,1316697,18542,299998,931592,832,276343,320345,333398,38664
850,1194382,13540,232957,897403,573,286061,277721,332465,38664
851,1125642,12263,321198,743845,622,198056,214085,329968,38664
852,950728,23045,250972,607886,508,199266,155495,251769,38664
853,845316,14717,181609,599878,381,197425,152937,248611,38664
854,780814,9015,140212,601705,211,212131,149727,239235,38664
855,1036712,8012,141106,860056,206,295861,197202,366091,38664
856,997494,13708,170745,767697,313,244951,279131,242578,38664
857,1089749,18813,254556,746529,498,317484,214945,212544,38664
858,733793,13037,152390,521353,442,219331,115028,185573,38664
859,799446,10633,158460,595034,491,279780,114320,199603,38664
860,687260,10523,152534,487285,349,197959,110821,177465,38664
861,1169873,9524,205295,925010,362,230945,217737,475271,38664
862,882977,18161,219337,583311,551,198325,149420,234139,38664
863,748805,32136,169030,504683,406,197090,120749,185752,38664
864,703163,10460,150297,509170,325,214327,108932,185022,38664
865,690162,10157,146768,502929,364,196952,103312,201490,38664
866,654238,9084,145370,466899,417,196912,101582,167436,38664
867,670191,8316,141657,492607,291,218942,101952,170762,38664
868,776445,11315,175454,557140,338,202414,186153,167557,38664
869,669782,13009,149403,470641,335,196409,103586,169841,38664
870,664189,8376,164269,464038,343,195115,99854,168275,38664
871,662310,7839,140584,488453,271,195542,122607,168999,38664
872,632793,7993,142105,456282,282,196066,93395,166122,38664
873,680835,7716,159718,488189,296,196055,101457,189947,38664
874,642401,7747,140458,468420,306,194676,103264,169759,38664
875,648043,7958,140935,473827,269,195688,97112,180335,38664
876,654016,7616,151037,469006,265,195361,102040,170936,38664
877,643963,7659,140569,470544,277,198120,94071,177643,38664
878,748529,7489,140178,575549,279,241327,139350,194092,38664
879,731851,8743,192718,496387,440,209156,114393,171877,38664
880,711566,9035,144898,529031,297,245528,107767,174908,38664
881,635214,8378,142438,456954,224,197663,93082,165540,38664
882,668284,8047,143448,479486,277,196568,102452,179130,38664
883,640932,7542,141557,467013,323,207500,92436,166326,38664
884,757062,7769,139591,584584,413,233003,113126,237395,38664
885,1329281,18098,263857,977330,733,366450,287548,321456,38664
886,1277402,22121,317906,859213,641,385357,196084,275920,38664
887,951406,21950,308124,540237,723,197349,146702,194654,38664
888,778273,12076,156361,566172,204,212434,201127,151984,38664
889,658034,8449,142587,477763,228,197194,109171,170724,38664
890,596117,7439,138206,424185,201,196296,89502,137843,38664
891,609778,7094,136278,440938,291,214782,88376,137009,38664
892,596811,6613,134899,430684,283,196244,92035,141751,38664
893,603697,6537,146715,426855,237,196782,99380,130064,38664
894,791055,6318,133901,627987,183,196588,161324,269121,38664
895,1036604,17748,229435,698409,634,199260,259594,237801,38664
896,1044163,24967,297136,637408,713,341323,137000,157082,38664
897,788635,17347,230224,480391,572,239152,122411,117267,38664
898,1277609,10047,139558,1082728,307,176983,259006,645627,38664
899,967527,15457,205995,686191,467,196791,187332,300620,38664
900,924859,14879,187020,668697,510,196731,272260,198272,38664
901,1426537,18889,246558,1097931,595,242119,266063,588283,38664
902,937588,12396,185220,695979,390,214095,187516,293134,38664
903,896396,18108,224371,592554,730,198115,165814,227153,38664
904,815406,8378,130604,645493,211,193821,126871,324198,38664
905,653559,7529,121627,500699,176,177366,110100,212473,38664
906,699538,13089,181820,445032,327,196828,105433,141847,38664
907,940108,9145,152967,749134,226,209330,275196,264025,38664
908,868857,7817,135394,697777,452,217618,237733,241631,38664
909,907034,7381,161880,709513,7143,223745,252108,226060,38664
910,904129,8769,135497,732514,1449,196089,291190,243218,38664
911,818315,7638,146316,639307,394,196626,191685,250268,38664
912,617972,7430,135676,450039,307,195624,112483,141292,38664
913,609326,7090,143536,434608,192,209982,90244,133695,38664
914,603889,6555,131472,442588,171,195579,96485,150012,38664
915,607499,6907,133245,443869,190,210100,102114,131122,38664
916,601273,6445,133059,438056,172,225520,82204,129767,38664
917,608066,6475,132486,445314,190,196048,99854,148878,38664
918,698344,7201,143010,525372,181,195247,107075,222515,38664
919,803940,7335,134470,637579,219,203536,197533,235919,38664
920,1144731,10911,213421,880931,492,339996,303892,235724,38664
921,776181,12486,155897,555196,328,278575,116136,159442,38664
922,622751,8466,147242,435583,272,196792,84917,153186,38664
923,892839,6515,131799,730352,172,195506,247472,286566,38664
924,982606,34027,211295,676226,644,197447,209936,267123,38664
925,1336985,23414,329819,886443,825,355500,215628,313415,38664
926,1218415,18114,275027,859226,581,397439,198854,261362,38664
927,1142020,17469,213030,850074,549,242761,395254,210758,38664
928,914731,10513,171665,688334,360,217250,225593,244439,38664
929,983179,9526,167624,758000,418,321337,179212,256351,38664
930,852264,10968,185779,617571,452,305297,120415,190636,38664
931,652871,8772,150190,461607,268,190246,90799,179864,38664
932,595632,8429,133173,427563,287,177186,86735,162939,38664
933,924919,6998,130111,762194,260,217821,267581,275914,38664
934,1221139,17683,271373,851885,651,273945,193669,382694,38664
935,950128,15390,247480,631123,539,185368,205229,239043,38664
936,868791,14556,163218,637067,306,197164,101469,337556,38664
937,1049321,8294,142390,865240,598,207845,220351,435784,38664
938,1011157,15600,227674,712498,608,201580,322642,186647,38664
939,1560000,16862,261501,1220640,517,204729,181271,833132,38664
940,1021514,15661,199205,752092,470,202564,198370,349800,38664
941,800585,15432,220321,509034,582,181444,123255,202959,38664
942,745333,9973,144721,554878,306,196400,122859,234925,38664
943,1046934,10951,158635,841998,333,181633,171726,487112,38664
944,1662584,17801,253311,1304609,736,250402,285181,767325,38664
945,933828,15883,186105,670384,637,193336,250188,225345,38664
946,1025778,17373,203097,749608,513,260985,281652,205441,38664
947,1029489,16645,202906,749117,469,227190,313330,207167,38664
948,700516,15680,189334,440608,459,217455,96931,124995,38664
949,614112,8968,133891,440055,212,204546,84477,150479,38664
950,915093,7720,135294,744910,189,214290,313891,216144,38664
951,998817,12969,134856,824901,187,214575,289978,319356,38664
952,1428078,16779,255641,1080051,859,247369,238221,592599,38664
953,1049860,15926,196893,778516,548,229728,319888,227537,38664
954,1143910,10104,154039,944575,223,215944,392018,335857,38664
955,1104938,15427,183156,851067,514,221489,294749,333319,38664
956,1379974,16722,404237,882079,710,231327,411874,236939,38664
957,1322217,16805,190068,1054367,584,206989,365783,479800,38664
958,1429458,17152,267831,1082044,668,293124,319388,467715,38664
959,1279433,18040,294815,900176,605,220440,315282,362870,38664
960,1450829,13368,273690,1107919,726,285205,322140,498766,38664
961,843932,18319,236401,524892,529,220735,139917,162573,38664
962,677656,10570,153251,476695,392,197052,120471,158334,38664
963,605939,8242,136584,433040,207,197015,110643,124831,38664
964,843217,7236,164148,647056,177,216836,174298,255138,38664
965,1013254,17924,263553,666052,743,390290,147278,126828,38664
966,649612,8747,160290,453618,224,245079,81500,126447,38664
967,774393,6854,133403,609814,170,195258,117672,296093,38664
968,916926,17639,203995,633607,538,218851,222396,190777,38664
