iteration,total_ns,layout_ns,raster_ns,backend_ns,probe_ns,convert_ns,upload_ns,commit_ns,upload_bytes
969,1151044,17511,210130,861626,519,219120,300651,340314,38664
970,1214373,16928,201496,935097,629,225020,271530,436828,38664
971,1178383,18307,269178,822175,692,322077,241275,256919,38664
972,1132526,22563,283155,748145,718,321935,177782,246713,38664
973,1076369,17746,269148,724797,593,303197,178978,240975,38664
974,1055384,17104,263978,712949,532,291637,161223,258367,38664
975,935384,21597,208011,637173,588,223157,194563,218040,38664
976,735139,11069,156562,528434,550,178623,184600,164075,38664
977,629324,7561,128674,460926,267,177105,119790,163195,38664
978,886652,7499,130550,725164,258,176497,257753,290258,38664
979,1159035,7291,142158,982186,213,195543,289106,496682,38664
980,1042236,17218,202285,762284,511,217817,227937,315019,38664
981,1061308,17120,212450,770703,493,196278,311276,261731,38664
982,1502756,15221,184173,1246229,549,217690,431414,595369,38664
983,1162444,16585,258980,828706,591,246800,232495,347850,38664
984,1516333,18302,275073,1152827,672,284970,324425,541557,38664
985,1075648,18001,261788,732302,665,276774,194664,259587,38664
986,1104887,12204,207656,840753,554,266056,314759,258635,38664
987,1265332,15121,263966,930694,554,256314,325542,347364,38664
988,1071576,16085,249421,744285,733,249025,211250,282413,38664
989,1113903,15179,225993,817607,593,247127,228414,340897,38664
990,1140340,12377,210147,872008,512,244273,323528,303084,38664
991,1358480,11220,210234,1091096,407,243574,310614,535545,38664
992,1034358,15716,260548,701490,577,246158,217871,235963,38664
993,1327557,28416,318970,916476,625,237462,303292,373964,38664
994,1132997,16216,242620,817098,587,257883,330448,227316,38664
995,682327,15697,184165,427344,459,178579,111720,135848,38664
996,1049682,9161,128454,880862,181,177046,226724,476247,38664
997,1085658,15140,287671,725236,699,199256,262372,261915,38664
998,1089198,15650,191811,826379,460,195708,220850,408443,38664
999,850083,18020,184384,591630,498,179271,198730,212027,38664
1000,1179680,18689,272178,823284,630,272932,277560,271136,38664
