iteration,total_ns,layout_ns,raster_ns,backend_ns,probe_ns,convert_ns,upload_ns,commit_ns,upload_bytes
425,5280678,114319,3510822,1230545,5329,787426,198594,236102,38664
426,4689358,69405,3110463,1186653,4242,750212,212616,216900,38664
427,5078100,80881,3435973,1232347,7510,780095,192184,249097,38664
428,5572709,67173,3765752,1435007,4585,845322,280895,301092,38664
429,5397269,70002,3500194,1509560,5148,750025,357742,393080,38664
430,5204964,73083,3333704,1448167,5308,889514,247970,302118,38664
431,5211201,80698,3438243,1311267,5534,848032,216467,237984,38664
432,5238944,89916,3300481,1499707,5583,858565,329940,302352,38664
433,5386191,74182,3292985,1670644,4560,856606,299280,506537,38664
434,5377290,73333,3591097,1355052,6151,807668,262621,275032,38664
435,5756642,99072,3480335,1844846,6426,937114,292694,604791,38664
436,6390114,81957,4203842,1662545,5801,919500,376017,356022,38664
437,6608081,139543,4055301,1899912,6457,1196276,301191,392059,38664
438,6137624,120858,3886624,1680196,6115,1104539,244586,321428,38664
439,6050599,114405,3821061,1643085,7392,1031237,324556,275648,38664
440,5600457,98572,3727849,1374742,5331,716511,252555,396616,38664
441,7059737,113882,4333460,1968256,6019,884914,420321,651899,38664
442,7463885,109198,4875421,2030753,8349,1409897,286003,320749,38664
443,5803874,130159,3748294,1435083,6042,818733,228243,378793,38664
444,5161331,69462,3109544,1696302,5189,1049397,318022,319990,38664
445,8652467,126012,5162997,2884947,5551,1750700,293533,830445,38664
446,5619335,100481,3518333,1612019,5345,1015437,278543,308328,38664
447,8145367,108775,4325205,3217728,7957,891996,1769042,543876,38664
448,5220365,108611,3363564,1316485,6833,749108,253022,303881,38664
449,5532966,95068,3606579,1477526,4847,658315,316039,494572,38664
450,6279109,109980,4127303,1585374,5070,814965,340608,420763,38664
451,5807758,93452,3910331,1460259,4698,887433,262924,301258,38664
452,7846296,77548,3714272,3722745,5562,828123,522876,2361685,38664
453,4994960,78992,3131000,1439076,4652,917922,240456,273113,38664
454,5386234,85970,3434334,1432838,6725,827763,253434,341282,38664
455,5575693,76295,3519330,1629437,5463,967979,302761,328173,38664
456,5572260,99658,3616625,1443796,6253,778041,271723,383565,38664
457,5135290,86778,3378337,1331067,5331,764777,259425,297612,38664
458,6812623,103297,4552708,1706503,6125,905993,299402,489965,38664
459,5015051,96803,3255016,1325573,5264,759475,323882,233747,38664
460,5008290,93719,3312221,1252980,24849,796979,174508,252728,38664
461,5960776,88362,4086518,1445033,9893,944916,243757,242820,38664
462,4990927,74595,3225072,1324494,4601,841195,242366,233797,38664
463,6119055,82687,4249795,1415005,5074,903415,245316,257398,38664
464,5871932,69476,3982793,1476643,5735,853358,238870,374159,38664
465,4873596,77067,3238157,1213316,4901,760445,212558,233378,38664
466,5643560,63992,3810685,1437574,5657,801898,279397,346891,38664
467,6144887,136497,3684516,1885440,6076,1136741,334661,402614,38664
468,6017305,144878,3774006,1559534,5566,910714,342326,296847,38664
469,5596459,123361,3251904,1888446,5481,901887,232076,744997,38664
470,6618600,88777,4486901,1444202,5855,899880,282079,252037,38664
471,5141770,81976,3301940,1387008,5425,757964,352413,267884,38664
472,5779271,81142,3676701,1668797,5872,1007345,279694,372029,38664
473,5251017,104347,3420666,1330284,5453,741844,222805,356860,38664
474,5273651,65898,3592342,1279862,5462,760618,249139,261548,38664
475,5489322,72680,3566509,1466334,5257,833241,263581,360933,38664
476,4999470,76021,3305633,1293226,7311,870333,191871,220213,38664
477,5001842,74089,3347793,1259581,4596,780850,217508,253862,38664
478,4951898,66562,3123334,1460612,4240,786346,332338,334342,38664
479,7383982,110991,4869067,1942451,6865,1224946,353668,352679,38664
480,6913281,125618,4256248,2079965,6172,1229334,250636,590042,38664
481,6633663,101923,4182729,1926228,5693,1229475,407743,278971,38664
482,6104589,120660,3848127,1677207,5734,900065,282708,484734,38664
483,5240143,87848,3468685,1316506,5623,809871,271118,226512,38664
484,5822642,117774,3692913,1613728,6432,944190,333431,325731,38664
485,5228771,76620,3267993,1543747,4809,797454,352839,385396,38664
486,4943415,74118,3272541,1241218,4145,738195,274629,221622,38664
487,5850686,86814,3715073,1736861,5512,1150257,293064,284140,38664
488,5406746,133893,3452841,1376308,5054,767323,220981,379617,38664
489,4978907,74136,3237455,1340862,4678,874127,200959,258482,38664
490,6717709,64467,4772565,1564323,7373,1030999,293411,228019,38664
491,5175996,85188,3205437,1532816,4539,819660,294926,410448,38664
492,4996988,72573,3288136,1286405,5159,831461,198338,247784,38664
493,5751730,94302,3709448,1598841,5450,967699,292812,328957,38664
494,6374940,92663,4268019,1475484,5636,898272,279534,287843,38664
495,5689691,113439,3746498,1360431,5305,768078,176924,406453,38664
496,6374002,83453,4252047,1591825,5880,894726,465835,221065,38664
497,5351805,90265,3622949,1275902,6454,768838,266077,231322,38664
498,4955633,77173,3263204,1250456,4657,822632,210362,210036,38664
499,6681419,102404,4475528,1730751,5696,901072,358755,460534,38664
500,6343969,88982,4263349,1636213,5081,918209,425105,283979,38664
501,5287525,76064,3290856,1562597,5000,861408,366537,327062,38664
502,5439275,68814,3329446,1726715,6641,860491,594049,261743,38664
503,5875010,72188,3951525,1528537,5491,852017,301765,365727,38664
504,7076624,128681,4744448,1755085,21926,1035059,232188,462164,38664
505,5178799,110639,3388570,1338970,9653,837305,229001,259915,38664
506,5186929,78168,3258162,1484620,4788,786935,236690,452695,38664
507,6042283,84930,4042125,1556821,5205,994551,256921,295370,38664
508,5167699,100218,3263453,1458752,5486,802333,230528,416617,38664
509,5880712,91845,4184627,1280996,4974,912794,157909,201074,38664
510,6489248,72836,4186252,1901766,5730,900692,450592,539896,38664
511,6046148,100829,4038086,1517460,5566,811312,320878,376158,38664
512,6488387,88995,4207477,1786065,5921,1010118,317544,448172,38664
513,6883552,96191,4586637,1792234,6233,968554,243211,569315,38664
514,6499960,118762,4256162,1734879,5097,927257,289415,509039,38664
515,5912494,76940,4009973,1460197,5607,936055,223607,290915,38664
516,5061902,77323,3355838,1277421,5610,771958,235690,260672,38664
517,5220852,71853,3222666,1595937,4052,1047387,228582,313212,38664
518,5888004,73959,3610989,1883610,6217,1260319,257570,355365,38664
519,5190082,77227,3227069,1560861,5624,858418,238411,453889,38664
520,6790532,119442,4402298,1823633,5513,869116,311296,633103,38664
521,5634354,76941,3512101,1652186,6402,836483,431534,373201,38664
522,5423732,81802,3616473,1263719,5980,782619,231469,240251,38664
523,5306299,92098,3465144,1400379,4380,873657,300800,218659,38664
524,5120692,71219,3438313,1300199,5124,784024,229825,278225,38664
525,5442648,71648,3475332,1541687,6094,799407,326318,406230,38664
526,6548561,90218,4474487,1593710,5290,923057,358161,303641,38664
527,6362731,85276,4355370,1530881,5985,948401,282830,288766,38664
528,5257317,80245,3288543,1555322,4731,837336,351498,358499,38664
529,6493983,87225,4560742,1495301,5576,908284,307100,269285,38664
530,6932292,114718,4400700,1919175,7692,1103167,410847,392818,38664
531,6521704,89313,4387013,1669800,5517,894872,361429,403881,38664
532,6297855,124059,4293882,1500962,5628,921448,293293,276060,38664
533,5307650,77383,3341812,1534217,5569,765360,357916,401958,38664
534,4874540,76595,3262138,1177522,5462,700503,232256,236173,38664
535,4572364,61081,2997146,1248004,4322,719602,213325,308505,38664
536,5086783,104370,3098801,1576516,4810,785310,386796,395913,38664
537,5065435,77557,3216120,1413530,5210,776597,291989,336515,38664
538,5527752,90809,3457361,1591910,5744,809970,257609,514454,38664
539,6404279,96981,4350733,1557544,5747,1020517,294976,231771,38664
540,5534905,78579,3312167,1755465,7037,756971,437202,550530,38664
541,6036892,83925,4040460,1570440,4836,760863,336268,464879,38664
542,5154895,119815,3050498,1503159,5647,650789,415932,427152,38664
543,5953341,78006,3924076,1571249,5816,740579,443657,376886,38664
544,4608153,77172,2707332,1526400,5359,860817,191827,465161,38664
545,6136608,92515,3928070,1723582,5471,1223171,226904,265316,38664
546,5124972,86897,3343441,1318675,4873,755774,321805,232390,38664
547,4988154,87494,3245021,1298961,4870,779279,263499,248539,38664
548,5963016,101802,3680404,1775622,43518,1029647,527882,170401,38664
549,5260691,82258,3337263,1477690,11474,916258,291611,255297,38664
550,5177106,74973,3349323,1340050,5537,816657,228734,285778,38664
551,5734500,88094,4290990,1041252,5166,694648,158863,179025,38664
552,4710479,68860,2907296,1428626,4473,700123,224437,497423,38664
553,5254586,68642,3302651,1506096,4657,833452,226604,437954,38664
554,6152268,91978,4192540,1459646,6280,722004,237102,490513,38664
555,5996127,95493,4039133,1451139,5449,756683,324894,360452,38664
556,5611594,119332,3620533,1542299,5609,848846,276939,406766,38664
557,6526696,95747,4363012,1663412,6398,959473,327040,366351,38664
558,6092605,88569,4154065,1493458,4713,884408,306333,294735,38664
559,5922030,81372,3440284,1923350,5958,1217495,371829,324658,38664
560,6448878,83766,4371851,1649305,5104,928293,293363,418308,38664
561,11394758,105925,4329163,6590262,5193,1078252,363196,5139137,38664
562,7921463,98216,4409519,3023264,6683,901536,295929,1814272,38664
563,6686546,139964,4300900,1777913,6268,1289553,222184,256846,38664
564,6589069,100694,4234683,1823967,6003,1294520,225488,294124,38664
565,6788625,101470,4127461,2116717,6070,1283628,336741,486417,38664
566,6944781,110544,4383486,1992566,6069,1261524,318977,401348,38664
567,6838442,104587,4234767,2033386,6192,1257333,294983,471115,38664
568,6493198,116538,4207909,1733738,5859,1190077,290529,243913,38664
569,6482447,97949,4121505,1849823,4629,1260298,255081,326613,38664
570,6494353,100891,4126151,1861610,5281,1273890,326993,252034,38664
571,6537296,98543,4200140,1819965,5460,1269274,247150,294815,38664
572,6356500,108151,4162878,1658975,5242,1152858,216056,281803,38664
573,6514465,104121,4168579,1842429,5185,1269438,245825,318577,38664
574,6541685,130717,4249452,1742729,6128,1165803,257757,309207,38664
575,6785753,88653,4147743,2102910,5547,899052,804550,389754,38664
576,6381999,165045,4054945,1686662,5269,932627,352590,392000,38664
577,5887858,99007,3912412,1435102,4675,826075,241677,359031,38664
578,6566733,102888,4680667,1364784,4544,897403,233919,225460,38664
579,5974924,150041,4036277,1334514,5146,899834,206285,219523,38664
580,4800897,68715,3286647,1141345,4093,733147,206826,194456,38664
581,6442043,99912,4063091,1853893,6273,1179292,255182,408811,38664
582,6559845,113398,4254252,1735031,5596,1193791,269568,262483,38664
583,4895057,93217,3129520,1349525,4453,783217,255599,303687,38664
584,5054463,106810,3145961,1370932,4176,815755,216629,331165,38664
585,4982022,72061,3289690,1279336,4508,773954,214754,283658,38664
586,5063701,56793,3014159,1690788,5148,1139393,247083,296138,38664
587,6450219,91522,4057644,1909556,6032,1133343,240825,526126,38664
588,6336941,67576,4246760,1699063,26562,1163664,219694,286042,38664
589,6356523,101056,4049344,1792592,10548,1168957,250945,357994,38664
590,5123779,69751,3244645,1502556,5391,979326,218661,295447,38664
591,4892057,70236,3029990,1449711,10238,744296,251286,440455,38664
592,5703844,69714,3618526,1720901,5198,1107708,280446,323639,38664
593,6573230,103026,4301221,1728624,6497,1297513,249018,171837,38664
594,7182683,126757,4893707,1694445,6224,1124249,252893,306994,38664
595,6359181,115739,4396690,1380321,4892,837206,247176,287477,38664
596,5444778,81720,3419243,1630025,7445,971735,320473,325907,38664
597,7322247,123158,4432145,2256765,7052,1495679,300324,449090,38664
598,5142358,82212,3202958,1519853,5247,829132,281042,401215,38664
599,5425333,91101,3663010,1323525,5720,898739,189038,226074,38664
600,5070283,93442,3171954,1443324,5086,823096,306899,305509,38664
601,5912806,102599,3748524,1617408,6140,995498,287747,323984,38664
602,5615468,100444,3714944,1422330,5524,940620,263242,208388,38664
603,6756556,109585,4623820,1560319,5662,901835,377065,271816,38664
604,5532968,106848,3630281,1444247,6213,961196,210895,262095,38664
605,5150818,118376,3523052,1210258,5383,768751,191572,240721,38664
606,5218172,73799,3449466,1273466,5197,765132,236463,263586,38664
607,5444580,71659,3394399,1656404,6002,1048270,267680,331536,38664
608,5482861,123032,3692100,1329336,5448,875762,204663,239460,38664
609,5065474,100587,3357584,1249443,5601,783344,196129,261206,38664
610,5942047,69755,3798877,1755986,6361,1009446,255264,481610,38664
611,5352534,80980,3525955,1338882,5963,761775,261210,306979,38664
612,5225817,70479,3279341,1544996,5826,892463,271841,372079,38664
613,5836000,68758,3345137,2076240,5613,852660,254416,959521,38664
614,6689124,113535,4509232,1581309,6178,777443,287456,506206,38664
615,5745323,77447,3579951,1756885,12059,993604,562753,185199,38664
616,6722382,77077,4752889,1555180,5881,1004351,265138,275120,38664
617,5396659,93723,3492077,1461388,5425,858430,293560,300730,38664
618,6418433,93408,4415820,1422975,5898,913161,262017,237774,38664
619,6992164,113619,4434351,1948365,7196,1270209,336739,328879,38664
620,6091782,113446,4100298,1391482,5610,763322,249899,368281,38664
621,6793157,108659,4255243,1967213,6204,1302349,290199,365184,38664
622,6017697,96121,4054867,1369811,5118,862489,249020,249424,38664
623,5454675,100168,3567036,1401754,5349,773598,302400,317371,38664
624,6268283,73732,3724120,2095162,6511,1279785,344579,460206,38664
625,5590194,96243,3301420,1765142,5450,755475,429118,571644,38664
626,8157237,73274,6201482,1561114,5657,930311,260567,360593,38664
627,5592598,75861,3386693,1806074,5107,790117,365260,642069,38664
628,6527936,109899,4441902,1538586,5458,923962,352042,253487,38664
629,5735800,103761,3410607,1875789,4998,982848,328113,556810,38664
630,5106596,75058,3335547,1337298,20371,781541,255537,276232,38664
631,5431267,123539,3593401,1374262,9424,786553,258076,316945,38664
632,5139448,69302,3346064,1413418,4681,839835,243329,322093,38664
633,5008799,71807,3387406,1211848,10126,680329,244664,273850,38664
634,4805826,72971,3059167,1364809,4948,768286,329949,258940,38664
635,5379523,71344,3671784,1317770,5922,756204,274967,277543,38664
636,5516717,105951,3533449,1493274,5571,768956,317879,396844,38664
637,4458425,72204,2839533,1250535,4491,635682,349018,258732,38664
638,4126382,64058,2737661,1062162,3640,648157,214350,193632,38664
639,4870021,79980,2796167,1730467,4748,701160,401294,620266,38664
640,4309754,61541,2779986,1185246,4453,687910,284335,206379,38664
641,4652598,56611,3063291,1262562,3762,757332,257401,241778,38664
642,4539017,57767,2970351,1234916,2837,779348,188910,261318,38664
643,6349755,93677,4346718,1500857,5297,778626,307927,405102,38664
644,4549019,75735,2902471,1244511,5014,739201,225025,273062,38664
645,4294444,59037,2973867,981841,4528,643127,151682,179810,38664
646,4994415,58012,3203428,1464515,4539,766528,352719,337765,38664
647,5102935,68926,3431033,1301107,4797,778889,275610,239018,38664
648,5261148,66592,3449224,1435274,5753,829635,267863,328985,38664
649,5348400,72042,3410756,1502351,4666,885542,264499,344117,38664
650,5053937,78540,3363722,1240965,5140,768708,279940,184399,38664
651,5229934,67786,3393742,1451355,6384,846754,323276,271182,38664
652,4806093,65901,2973980,1464815,5433,1005508,217674,233075,38664
653,5717378,99429,3900680,1328194,4978,819278,250305,249909,38664
654,5172858,67629,3145151,1673929,4790,825398,310097,530378,38664
655,6160677,85855,4195856,1518022,4892,884554,270555,354263,38664
656,5114744,127495,3423427,1144085,5378,642058,291463,202264,38664
657,4460166,66080,2991892,1076091,4378,625060,251167,193054,38664
658,4269464,66204,2715874,1208610,3694,624081,229628,348918,38664
659,4873674,54637,3316884,1256751,4749,743326,299443,206456,38664
660,5004847,64844,3383670,1275700,4081,684378,324511,259999,38664
661,4975226,100271,3271429,1187140,5171,674221,288565,215553,38664
662,4355731,60959,2775526,1255607,3652,730334,209451,309833,38664
663,5140403,67891,3436454,1263988,5779,764717,222534,267787,38664
664,5252957,71547,3311127,1524381,5304,886727,281440,347526,38664
665,5448948,80355,3651674,1391671,5113,796865,204731,381310,38664
666,5350216,101163,3536669,1363106,5495,832793,231536,289116,38664
667,5521366,114533,3472466,1473776,5204,858198,338250,268615,38664
668,6133756,104750,4134937,1546559,5259,895198,343058,299185,38664
669,5600600,73696,3499362,1657792,5511,825141,287749,536674,38664
670,5244267,73380,3260479,1583421,5112,902681,319966,353026,38664
671,5713743,71946,3529476,1738243,5286,956479,311567,460379,38664
672,5986576,83320,4281882,1297465,5199,907363,193655,188213,38664
673,6625656,160121,4248895,1882733,5013,934830,422623,516096,38664
674,6433511,91776,4519429,1466578,5406,920510,284040,252492,38664
675,5915275,88615,3668705,1826612,5512,899957,488827,257877,38664
676,6265597,106677,4271499,1462459,5356,901492,281553,270409,38664
677,5516707,77528,3606850,1441809,5245,763225,301629,367886,38664
678,4999849,73038,3297157,1302617,22191,762463,252342,262199,38664
679,5356194,69000,3240233,1718469,9605,1036829,352589,316021,38664
680,5459822,73241,3653879,1395753,4945,889737,245953,251953,38664
681,6630633,72907,4253042,1969888,5446,903324,309645,746936,38664
682,5163100,74998,3356085,1375469,5665,844535,223456,298474,38664
683,5472566,72563,3835102,1250724,4995,759564,214028,268715,38664
684,5184259,72695,3218313,1492789,4684,889444,271853,323925,38664
685,5372788,96403,3411515,1536497,4583,763434,380944,383817,38664
686,6332381,84596,4269536,1631481,4587,885134,361312,376401,38664
687,5226800,118724,3248699,1545732,4651,784799,285759,467208,38664
688,7487525,80837,4102249,2950470,5022,898092,1514602,528653,38664
689,6732921,129558,4416978,1721621,5375,903908,290715,517165,38664
690,5221861,75531,3405105,1409078,4968,749588,324099,327161,38664
691,5956962,70965,3938871,1638680,5391,907684,292600,428537,38664
692,9886429,128174,4739120,4556351,5167,907207,313275,3325918,38664
693,6885168,121596,4161761,2138875,7217,1224324,363593,539555,38664
694,6156795,103142,4293100,1289195,4677,927810,175283,178390,38664
695,5530455,72229,3302903,1846517,4531,1024747,293958,520463,38664
696,5232043,68976,3155407,1711596,3956,903122,384066,417840,38664
697,4991476,70701,3199690,1418050,5133,780994,231189,397378,38664
698,6270053,87103,4173915,1659819,5390,899695,430615,319971,38664
699,6353091,93638,4349798,1474862,5182,911599,268763,285723,38664
700,6318931,86793,4217385,1592009,4413,894079,265620,424553,38664
701,6460941,92322,4324375,1663456,5345,894111,258307,501409,38664
702,6656649,110793,4605856,1442816,5312,916842,304857,211724,38664
703,5187201,74997,3470660,1323837,4737,800803,283954,231714,38664
704,5566577,67271,3644426,1523380,5633,797828,392630,322740,38664
705,6128683,89332,4337720,1334110,5794,934283,190007,199917,38664
706,5531373,143541,3553081,1485708,4750,763555,305867,407983,38664
707,5152492,73318,3179566,1551561,4794,859439,227347,456726,38664
708,6280139,99098,4504738,1333725,6461,816686,278810,227260,38664
709,5032534,73633,3328636,1309315,5211,756969,319692,223946,38664
710,5864642,76340,3645397,1747657,5095,764199,270274,704278,38664
711,5249004,80138,3382023,1274326,5933,836964,208538,220029,38664
712,4871490,65776,3158937,1320730,3833,806659,297792,210299,38664
713,4906386,67597,3124009,1464066,3016,749728,214417,494312,38664
714,6379583,82206,4216174,1710044,5189,970911,300934,429406,38664
715,5983564,88491,3876814,1640431,5293,750742,384592,495734,38664
716,4253658,65071,2770094,1143684,4707,626409,275106,234983,38664
717,4730109,61524,3133269,1260823,5466,761178,216163,274544,38664
718,4975425,73299,3352459,1224962,4593,767579,199278,250562,38664
719,4730842,67343,3161223,1212221,4256,764850,210598,230102,38664
720,5002790,65213,3308548,1316044,4882,818228,223639,266000,38664
721,5644310,78004,3523115,1689554,6157,1019206,352118,308456,38664
722,5795834,129957,4043639,1281309,24465,625646,370479,257211,38664
723,4780161,64442,2894830,1548613,7090,777674,375474,385535,38664
724,4594506,78483,2963424,1246734,4479,691321,297657,250357,38664
725,5998887,73331,4128415,1479725,4413,896215,302633,273419,38664
726,6241126,81819,4184838,1595652,6402,923323,364918,295486,38664
727,4287448,79367,2783806,1120343,4131,692322,195320,226024,38664
728,4536585,62561,2976426,1214092,4578,727218,224396,254735,38664
729,4315859,63878,2728577,1259835,4673,667461,269225,316030,38664
730,5832557,82494,3768713,1628903,5046,901894,289019,429037,38664
731,6425914,87016,4134198,1865376,4753,1073641,326285,457063,38664
732,5745525,84111,3694904,1577505,6739,924810,313871,327924,38664
733,5827076,95054,3645195,1681474,6220,945988,510793,214652,38664
734,5323064,83267,3389465,1490460,5027,876777,377583,227372,38664
735,5318469,90432,3334266,1529103,5121,847876,308184,364566,38664
736,5817370,90006,3835958,1498226,5296,914831,304411,269483,38664
737,5252426,82173,3388748,1403545,5599,813800,272993,307809,38664
738,5079458,72750,3220503,1473223,4136,765169,305255,395801,38664
739,6526130,81451,4236956,1872627,5236,892167,516185,454995,38664
740,5598332,81298,3548246,1613416,4637,819801,355171,430468,38664
741,6046716,80318,4040451,1604846,4201,898556,299057,399815,38664
742,6623861,105441,4198263,1953333,5892,917307,408000,617775,38664
743,6335667,88893,4201774,1697173,5101,892182,350666,445547,38664
744,6289946,103883,4291738,1538128,5604,958546,346534,223101,38664
745,4868883,80980,3177506,1255475,5073,756655,215702,275867,38664
746,5080109,55308,3138380,1611113,4239,844888,263216,496305,38664
747,5701548,68946,3528469,1762847,5570,1082162,333517,338167,38664
748,5471828,109571,3492867,1373191,5745,755361,253969,354833,38664
749,4856742,65110,3114269,1378608,3300,803266,233844,335524,38664
750,6482428,102148,4438869,1511378,5286,884325,290866,326648,38664
751,6316927,112956,4083037,1659847,5254,922622,298973,428783,38664
752,6658721,90090,4327756,1787922,5354,921033,355746,501855,38664
753,6813495,111957,4385515,1939708,5217,942431,597694,390078,38664
754,6373299,99377,4325475,1566403,5286,1001827,274336,281502,38664
755,6308565,84480,4245413,1606354,4692,908591,315062,374629,38664
756,6702389,76093,4525843,1754515,6477,985034,320438,436969,38664
757,5613391,106994,3737749,1336279,5691,883518,212533,231535,38664
758,5553137,68933,3449401,1713743,4652,923516,353945,427998,38664
759,5386935,83725,3385969,1479681,6023,752215,345873,372618,38664
760,4998763,63080,3100594,1537108,4366,747489,406554,375852,38664
761,6189743,88055,4072067,1707556,5659,898588,338356,460236,38664
762,5975344,109420,3721701,1677361,5454,769364,426850,472334,38664
763,4873693,87581,3297687,1146626,4674,764192,187242,187668,38664
764,4940919,80769,3266858,1254064,5443,773758,232532,239109,38664
765,4926699,81384,3273725,1252852,4491,759421,258189,228114,38664
766,4943727,77724,3286320,1299597,5408,841173,217196,232743,38664
767,5617622,94540,3267730,1931998,18303,1113489,279418,517753,38664
768,5288147,73082,3283687,1607326,10208,770753,258433,564608,38664
769,4891853,126998,3099285,1326501,4415,625468,356880,337276,38664
770,5487936,75086,3698368,1397685,4774,776762,328442,284185,38664
771,5919765,74955,3968365,1553148,5029,910052,314530,320337,38664
772,6482949,78226,4434676,1631129,4471,816212,314637,493159,38664
773,6198603,79323,4089689,1708361,5544,803064,466341,428596,38664
774,6344389,87985,4109231,1603961,5393,892998,324067,377050,38664
775,6792386,87460,4426974,1911185,6585,981554,481287,436941,38664
776,6612906,83324,4217303,1972754,5199,899773,355735,707788,38664
777,5151994,80522,3280777,1408403,5245,852714,317743,229469,38664
778,5171874,72214,3315578,1395181,6216,910001,210234,265084,38664
779,5549994,87937,3451091,1649124,5405,959420,300190,380880,38664
780,4777939,77724,3124206,1273888,5551,808172,236008,221023,38664
781,4644262,86072,3135859,1030385,4358,625174,141477,256051,38664
782,6524100,108952,4124117,1843112,7308,1270548,279555,281145,38664
783,6338203,96824,4195080,1498281,5591,912095,258579,317844,38664
784,5315076,77099,3368164,1522451,4734,815369,305908,392910,38664
785,6171442,103571,4011943,1599521,6687,966596,346151,276084,38664
786,5181996,82060,3322547,1439276,4767,784822,300574,346897,38664
787,5468326,67958,3337744,1745130,5660,938607,375606,421166,38664
788,6779310,112214,4680522,1526978,5546,918332,218722,380068,38664
789,6094708,90264,4164917,1462091,5330,899759,290224,263429,38664
790,5842990,76926,4000929,1437810,4860,902117,255833,270784,38664
791,5132854,71759,3392492,1346264,6209,769637,300395,266500,38664
792,6103073,71481,3973159,1741564,4890,997213,298733,436629,38664
793,6251074,83767,4242812,1573659,5369,885851,334461,344388,38664
794,5335658,113335,3468296,1426439,4767,779600,314637,323962,38664
795,5075796,73988,3239987,1450755,4527,815867,206778,420392,38664
796,6511982,84024,4219908,1881444,5220,905663,465401,500847,38664
797,6569707,117655,4378506,1575805,4837,903635,278116,385756,38664
798,6223468,84688,4068566,1734612,6506,896296,274646,552101,38664
799,7601075,125016,5628080,1425670,5758,850866,256261,308391,38664
800,5124952,77133,3406325,1294371,5295,785908,265088,234910,38664
801,5946231,76337,3943481,1588722,5622,995472,247351,335365,38664
802,5838454,109864,3618708,1667331,5719,944663,256920,456867,38664
803,5927956,75322,3522304,1987980,5625,1144968,300582,533536,38664
804,5593630,84298,3666468,1516458,5738,879425,298507,329496,38664
805,6865737,112243,4255900,2006919,6455,1244743,289273,462021,38664
806,6355326,86842,4266965,1616610,5324,913680,267072,426027,38664
807,6798992,109361,4469835,1765629,7215,1192874,260604,300801,38664
808,7117041,117226,4485169,2019355,6453,1240778,306849,460492,38664
809,7419832,88892,4334171,2571396,55785,881447,388171,1241304,38664
810,5590550,78641,3590133,1578472,55132,910901,255237,352033,38664
811,6154430,85882,4237955,1475805,5209,896488,267314,302253,38664
812,6842546,110210,4318869,1971268,6912,1196646,340973,422836,38664
813,6638305,104729,4256666,1806235,6408,1164664,275797,355392,38664
814,5732703,79874,3436380,1859748,6056,1189404,266981,392845,38664
815,7071483,111568,4369489,2096935,6776,1219502,408249,457867,38664
816,6186631,85798,4114375,1626121,4983,837213,314722,465573,38664
817,6194315,80720,4064466,1703134,4249,858429,325244,511607,38664
818,6094552,86955,4197811,1462610,5906,759563,320528,372314,38664
819,5859860,96386,3727401,1636712,7337,1026414,230618,368465,38664
820,5563625,85476,3722169,1382889,5442,757192,388452,228160,38664
821,5927210,68775,3693304,1836300,4909,1186643,301823,339623,38664
822,5339257,71430,3351432,1481268,5258,798146,255375,418946,38664
823,6094748,86415,4088995,1568299,5648,918922,311201,327818,38664
824,6031034,154340,4089981,1325209,6365,798759,275393,240415,38664
825,5895156,96707,3862670,1551166,4881,889513,335837,317022,38664
826,5862113,114722,3916517,1393675,4618,816346,224269,344566,38664
827,5453176,76450,3786396,1273705,5300,814420,204132,246101,38664
828,6166271,96169,3488072,2182117,6368,1175830,346338,648607,38664
829,6703915,115349,4508289,1584838,6312,1149599,224310,200801,38664
830,5795879,103562,3933014,1328093,4651,735622,339369,245051,38664
831,5553284,75109,3560665,1462635,4663,748501,331189,374716,38664
832,5851911,79766,3859935,1502412,4843,867664,284896,341083,38664
833,6176034,108636,4124785,1488351,5520,878158,288963,311062,38664
834,5496815,94799,3568802,1467708,6239,955689,244184,257139,38664
835,5159535,109925,3372294,1305003,5722,823719,204973,267206,38664
836,4906650,68393,3289494,1194227,6386,779680,188895,216397,38664
837,5252139,83818,3345402,1461402,6388,984507,217022,249907,38664
838,4811703,80348,3119725,1327010,4790,759701,234750,324594,38664
839,4916380,83582,3026991,1392474,4408,726265,263457,395494,38664
840,5361256,62058,3530177,1452248,7503,846758,305933,287338,38664
841,4650752,67072,3158471,1129374,5249,712721,184084,224465,38664
842,4604212,64025,3011086,1220176,3876,797667,188761,227388,38664
843,4628685,67709,3043172,1245136,4098,765053,206686,266148,38664
844,6880618,105814,4332460,1987800,6086,1224595,330060,422885,38664
845,6996432,106154,4386481,2068843,6676,1251724,297966,508095,38664
846,9237626,111359,6756237,1891441,7338,1265225,302321,312249,38664
847,6977024,107729,4408129,1994347,6791,1312820,336055,333851,38664
848,7256202,134415,4441902,2194844,7338,1483202,279506,420382,38664
849,6677329,117012,4407631,1657664,5392,900406,278610,468736,38664
850,6713452,122758,4637292,1502401,5390,894646,257592,340291,38664
851,6587667,105737,4486325,1539141,36360,899497,272932,326376,38664
852,6212036,84531,4087086,1687822,8989,904986,310774,459479,38664
853,6093338,81904,4155526,1513616,5032,894375,299934,310280,38664
854,6551546,114375,4514539,1450827,5400,897880,306423,237305,38664
855,6194963,82236,4102061,1646384,5123,911355,288965,436405,38664
856,5774640,98963,3947931,1376732,5534,872196,231338,264184,38664
857,5747579,86694,3778175,1516202,6462,863416,248267,393604,38664
